id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,query_category
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,102250.0,2033437960292,1,2033437960292.0,43334477427.0,102401.0,98467.0,2179.19,2.17766,36082395592.0,1.80651,19882568.0,19882568.0,21000000.0,111814.0,-8.54744,2025-05-22T18:41:28.492Z,67.81,150701.39854,2013-07-06T00:00:00.000Z,,2025-06-23T14:23:36.049Z,0.9703995379114903,2.1776580467366013,-5.9393356346076125,-4.4677320184844955,top
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,2297.37,277357910507,2,277357910507.0,19672009292.0,2302.36,2134.88,118.89,5.45758,12906448092.0,4.88046,120719795.194195,120719795.194195,,4878.26,-52.87802,2021-11-10T14:24:19.604Z,0.432979,530811.1487,2015-10-20T00:00:00.000Z,"{'times': 29.041473303276025, 'currency': 'btc', 'percentage': 2904.1473303276025}",2025-06-23T14:23:35.753Z,2.0138897612155504,5.457577342592845,-10.028346817597015,-12.814602536891675,top
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,1.0,156017167549,3,156017167549.0,80051848819.0,1.0,1.0,0.00011777,0.01177,190000088.0,0.12193,155965542177.1162,155965542177.1162,,1.32,-24.39697,2018-07-24T00:00:00.000Z,0.572521,74.71851,2015-03-02T00:00:00.000Z,,2025-06-23T14:23:35.784Z,0.004587344920184402,0.01177446212265705,0.009648821687534552,0.02436800284707779,top
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,2.03,119469371658,4,202672875932.0,4101442993.0,2.03,1.92,0.071553,3.65919,3814015105.0,3.29774,58938652386.0,99986013292.0,100000000000.0,3.4,-40.29397,2018-01-07T00:00:00.000Z,0.00268621,75436.98678,2014-05-22T00:00:00.000Z,,2025-06-23T14:23:35.545Z,1.248959551633829,3.6591903347320085,-13.831436684138307,-10.202677300440204,top
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,624.7,91196086228,5,91196086228.0,731365612.0,625.78,602.75,9.92,1.6139,1228372240.0,1.36535,145887575.79,145887575.79,200000000.0,788.84,-20.77718,2024-12-04T10:35:25.220Z,0.0398177,1569413.56334,2017-10-19T00:00:00.000Z,,2025-06-23T14:23:35.467Z,1.0973984489658393,1.613900895941572,-7.2565670035076275,-4.895425525440459,top
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,136.54,72506455971,6,82404527618.0,5300471906.0,136.61,127.01,8.57,6.69314,4169369576.0,6.10118,531209045.5050797,603725969.9811165,,293.31,-53.49,2025-01-19T11:15:27.957Z,0.500801,27140.23145,2020-05-11T19:35:23.449Z,,2025-06-23T14:23:35.416Z,1.6943428142900583,6.693144506447009,-22.472879043708765,-12.677768996811364,top
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.999901,61298619150,7,61323348750.0,7669671570.0,0.999904,0.999703,9.653e-05,0.00965,52760142.0,0.08614,61304746203.60892,61329478275.82041,,1.17,-14.73567,2019-05-08T00:40:28.300Z,0.877647,13.92968,2023-03-11T08:02:13.981Z,,2025-06-23T14:23:35.632Z,0.0019671547607593098,0.00965456124816045,0.009574877105097575,0.009592890802072604,top
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.271909,25771231855,8,25771248838.0,1204328285.0,0.271933,0.259457,0.00548588,2.05908,446927637.0,1.76482,94815696758.8701,94815759243.13899,,0.431288,-36.94894,2024-12-04T00:10:40.323Z,0.00180434,14970.97618,2017-11-12T00:00:00.000Z,"{'times': 142.11009208213048, 'currency': 'usd', 'percentage': 14211.009208213047}",2025-06-23T14:23:36.004Z,0.8408942078846425,2.0590840401244206,-0.06820091890378567,-2.3285609504572196,top
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.155701,23336488661,9,23345037764.0,1776642819.0,0.156052,0.144442,0.00788449,5.33397,1080814095.0,4.85635,149751366383.7052,149806226383.7052,,0.731578,-78.67739,2021-05-08T05:08:23.458Z,8.69e-05,179399.16693,2015-05-06T00:00:00.000Z,,2025-06-23T14:23:35.513Z,1.7058501636866477,5.333973967315607,-31.718395444042823,-12.315964123092419,top
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,2298.1,21051151530,10,21051163079.0,23658767.0,2302.12,2130.84,129.62,5.97766,991518199.0,4.94285,9159210.631704787,9159215.656414753,,4829.57,-52.41934,2021-11-10T14:40:47.256Z,482.9,375.86651,2020-12-22T04:08:21.854Z,,2025-06-23T14:23:34.664Z,2.116957841983387,5.977660211373827,-9.960184472798508,-12.815296231113901,top
