id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,query_category
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,101870.0,2025674808034,1,2025674808034.0,42134448727.0,102401.0,98467.0,1944.06,1.94549,41316128420.0,2.08209,19882568.0,19882568.0,21000000.0,111814.0,-8.54744,2025-05-22T18:41:28.492Z,67.81,150701.39854,2013-07-06T00:00:00.000Z,,2025-06-23T14:33:55.553Z,0.7636271374451743,1.9454947399814948,-6.288393156261547,-4.822250636065899,top
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,2285.4,276648837947,2,276648837947.0,20044879883.0,2302.36,2134.88,108.81,4.99929,14110191511.0,5.37452,120719795.194195,120719795.194195,,4878.26,-52.87802,2021-11-10T14:24:19.604Z,0.432979,530811.1487,2015-10-20T00:00:00.000Z,"{'times': 29.04987141527978, 'currency': 'btc', 'percentage': 2904.987141527978}",2025-06-23T14:33:54.426Z,1.8048268332946866,4.9992887862960185,-10.497275368765843,-13.269009237995286,top
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,1.0,156015477386,3,156015477386.0,30485175236.0,1.0,1.0,0.0001373,0.01373,190427885.0,0.12221,155965542177.1162,155965542177.1162,,1.32,-24.39697,2018-07-24T00:00:00.000Z,0.572521,74.71851,2015-03-02T00:00:00.000Z,,2025-06-23T14:33:54.376Z,0.005672709167486377,0.013727092288660618,0.011583361254563078,0.026302827135017578,top
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,2.02,118977958869,4,201839222570.0,3983030510.0,2.03,1.92,0.077832,4.00455,4465850050.0,3.89989,58938652386.0,99986013292.0,100000000000.0,3.4,-40.29397,2018-01-07T00:00:00.000Z,0.00268621,75436.98678,2014-05-22T00:00:00.000Z,,2025-06-23T14:33:53.999Z,1.310230920395891,4.004546232349206,-14.067642858476853,-10.448830668263646,top
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,622.79,91031383683,5,91031383683.0,717233849.0,625.78,602.75,10.63,1.73686,1991311124.0,2.23642,145887575.79,145887575.79,200000000.0,788.84,-20.77718,2024-12-04T10:35:25.220Z,0.0398177,1569413.56334,2017-10-19T00:00:00.000Z,,2025-06-23T14:33:53.729Z,0.9604049338189795,1.7368560641105062,-7.540459561478125,-5.1865456624672985,top
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,135.7,72233060250,6,82093810871.0,4685218188.0,136.61,127.01,7.7,6.01357,4286584821.0,6.30877,531209029.5271631,603725959.4444515,,293.31,-53.49,2025-01-19T11:15:27.957Z,0.500801,27140.23145,2020-05-11T19:35:23.449Z,,2025-06-23T14:33:53.970Z,1.5603742473327062,6.013573794090922,-22.953602779093394,-13.219229437392393,top
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.999902,61298874976,7,61332792975.0,7437229960.0,0.999904,0.999703,9.3e-05,0.0093,52988015.0,0.08652,61304746203.60892,61281581302.62038,,1.17,-14.73567,2019-05-08T00:40:28.300Z,0.877647,13.92968,2023-03-11T08:02:13.981Z,,2025-06-23T14:33:54.596Z,-0.00021552909316447435,0.009302041315089627,0.009603271672012486,0.009621285374101935,top
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.271836,25779748034,8,25779753188.0,1181150155.0,0.271933,0.259457,0.00633942,2.38776,584674180.0,2.32059,94815557354.11014,94815576309.14725,,0.431288,-36.94894,2024-12-04T00:10:40.323Z,0.00180434,14970.97618,2017-11-12T00:00:00.000Z,"{'times': 142.07148630449768, 'currency': 'usd', 'percentage': 14207.148630449768}",2025-06-23T14:33:53.729Z,0.8876436524732707,2.3877617054284244,-0.09515879977466687,-2.354909070300918,top
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.155101,23233840074,9,23233840074.0,1739880811.0,0.156052,0.144442,0.00776007,5.26675,1203523829.0,5.46303,149806446383.7052,149806446383.7052,,0.731578,-78.67739,2021-05-08T05:08:23.458Z,8.69e-05,179399.16693,2015-05-06T00:00:00.000Z,,2025-06-23T14:33:54.216Z,1.8226759827396224,5.266750576887353,-31.981519055083034,-12.653855130495502,top
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,2279.98,20953271311,10,20953295198.0,23009584.0,2302.12,2130.84,97.89,4.4861,1101537902.0,5.54882,9159210.631704787,9159221.073155232,,4829.57,-52.41934,2021-11-10T14:40:47.256Z,482.9,375.86651,2020-12-22T04:08:21.854Z,,2025-06-23T14:33:53.483Z,1.80645819260585,4.486102446779697,-10.670169103303559,-13.50276764949264,top
cardano,ada,Cardano,https://coin-images.coingecko.com/coins/images/975/large/cardano.png?1696502090,0.549559,19880408019,11,24774482350.0,826729156.0,0.553888,0.513977,0.02395013,4.55664,916734515.0,4.83416,36110476425.40252,45000000000.0,45000000000.0,3.09,-82.09365,2021-09-02T06:00:10.474Z,0.01925275,2771.03537,2020-03-13T02:22:55.044Z,,2025-06-23T14:33:54.181Z,1.6536825533541768,4.556643089473203,-27.588483635556106,-15.173346967189374,top
