id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1h_in_currency,price_change_percentage_24h_in_currency,price_change_percentage_30d_in_currency,price_change_percentage_7d_in_currency,query_category
bitcoin,btc,Bitcoin,https://coin-images.coingecko.com/coins/images/1/large/bitcoin.png?1696501400,101304.0,2014234538705,1,2014234538705.0,49738463864.0,102782.0,98467.0,-1334.337116560142,-1.30003,-26315081811.610107,-1.28961,19882515.0,19882515.0,21000000.0,111814.0,-9.33264,2025-05-22T18:41:28.492Z,67.81,149406.63741,2013-07-06T00:00:00.000Z,,2025-06-23T11:26:41.015Z,-0.11337633214449742,-1.3000332970572257,-7.115191651638339,-5.153955628500247,top
ethereum,eth,Ethereum,https://coin-images.coingecko.com/coins/images/279/large/ethereum.png?1696501628,2244.63,270956492982,2,270956492982.0,23996460899.0,2280.27,2134.88,-29.611597887749667,-1.30204,-3524344305.949646,-1.284,120719795.194195,120719795.194195,,4878.26,-53.96009,2021-11-10T14:24:19.604Z,0.432979,518619.66537,2015-10-20T00:00:00.000Z,"{'times': 28.643152964056835, 'currency': 'btc', 'percentage': 2864.3152964056835}",2025-06-23T11:26:40.823Z,-0.06521021782804264,-1.302041315963447,-12.756332301574977,-14.183910237420289,top
tether,usdt,Tether,https://coin-images.coingecko.com/coins/images/325/large/Tether.png?1696501661,1.0,155996568896,3,155996568896.0,81088719285.0,1.0,1.0,6.617e-05,0.00662,177715926.0,0.11405,155965542177.1162,155965542177.1162,,1.32,-24.40479,2018-07-24T00:00:00.000Z,0.572521,74.70043,2015-03-02T00:00:00.000Z,,2025-06-23T11:26:38.197Z,0.006087502698655119,0.00661603987461583,0.006026416685719206,0.02475637613912559,top
ripple,xrp,XRP,https://coin-images.coingecko.com/coins/images/44/large/xrp-symbol-white-128.png?1696501442,2.0,117582531437,4,199471960678.0,5026927797.0,2.03,1.92,-0.03652500248335655,-1.7979,-2362809745.114807,-1.96991,58938652386.0,99986013292.0,100000000000.0,3.4,-41.23774,2018-01-07T00:00:00.000Z,0.00268621,74242.98329,2014-05-22T00:00:00.000Z,,2025-06-23T11:26:40.943Z,-0.05876893601416463,-1.7979000185198384,-15.372957756517208,-9.599073515208097,top
binancecoin,bnb,BNB,https://coin-images.coingecko.com/coins/images/825/large/bnb-icon2_2x.png?1696501970,617.84,90135605771,5,90135605771.0,1096885091.0,630.86,602.75,-12.932617417973574,-2.05029,-1909578759.8280792,-2.07461,145887575.79,145887575.79,200000000.0,788.84,-21.60728,2024-12-04T10:35:25.220Z,0.0398177,1552968.13137,2017-10-19T00:00:00.000Z,,2025-06-23T11:26:40.475Z,-0.26844068481710265,-2.050285048529206,-8.598156883283972,-5.493838585286556,top
solana,sol,Solana,https://coin-images.coingecko.com/coins/images/4128/large/solana.png?1718769756,133.56,70959646018,6,80646500130.0,5728714701.0,134.73,127.01,0.215042,0.16127,-86979173.98954773,-0.12243,531209561.1307764,603726122.449449,,293.31,-54.42233,2025-01-19T11:15:27.957Z,0.500801,26594.17657,2020-05-11T19:35:23.449Z,,2025-06-23T11:26:30.151Z,-0.16863212849864162,0.16127315481701593,-24.659577064293835,-14.422612257131986,top
usd-coin,usdc,USDC,https://coin-images.coingecko.com/coins/images/6319/large/usdc.png?1696506694,0.999764,61247442871,7,61278063496.0,11984424904.0,0.999902,0.999703,-3.1719539056341e-05,-0.00317,5959144.0,0.00973,61260116300.58958,61290743261.00645,,1.17,-14.74734,2019-05-08T00:40:28.300Z,0.877647,13.91409,2023-03-11T08:02:13.981Z,,2025-06-23T11:26:40.903Z,0.006031434400327357,-0.003172602564521435,-0.0014470350297646829,-0.00352831217002327,top
tron,trx,TRON,https://coin-images.coingecko.com/coins/images/1094/large/tron-logo.png?1696502193,0.266964,25312665245,8,25312779798.0,1315779768.0,0.273096,0.259457,-0.006131601439202328,-2.24522,-584109090.4057999,-2.25553,94816431603.4385,94816860695.50308,,0.431288,-38.07799,2024-12-04T00:10:40.323Z,0.00180434,14701.10135,2017-11-12T00:00:00.000Z,"{'times': 139.50734997089026, 'currency': 'usd', 'percentage': 13950.734997089026}",2025-06-23T11:26:40.760Z,0.16415468489756113,-2.2452218907805555,-2.4180260292076197,-1.6156150828720468,top
dogecoin,doge,Dogecoin,https://coin-images.coingecko.com/coins/images/5/large/dogecoin.png?1696501409,0.151658,22711324048,9,22719025353.0,2038805209.0,0.155891,0.144442,-0.003936182411337197,-2.52977,-602908004.7547188,-2.58601,149751366383.7052,149802146383.7052,,0.731578,-79.23978,2021-05-08T05:08:23.458Z,8.69e-05,174664.87044,2015-05-06T00:00:00.000Z,,2025-06-23T11:26:40.027Z,-0.24880835591221778,-2.5297676496290564,-34.04500843500692,-14.18395256405589,top
staked-ether,steth,Lido Staked Ether,https://coin-images.coingecko.com/coins/images/13442/large/steth_logo.png?1696513206,2243.56,20538967572,10,20538967572.0,27656651.0,2280.9,2130.84,-30.020010834066397,-1.32039,-306788092.6676178,-1.47171,9156679.18648175,9156679.18648175,,4829.57,-53.54797,2021-11-10T14:40:47.256Z,482.9,364.57883,2020-12-22T04:08:21.854Z,,2025-06-23T11:26:39.728Z,-0.07498877407273724,-1.3203860052581424,-12.798796653039163,-14.173125511406953,top
